review_id,store_name,review_text,rating
REV00000315,텔코강남점,대기 시간이 길었지만 처리는 깔끔했어요.,3
REV00000316,텔코강남점,허건우 점장님이 추천해준 요금제 아주 만족스러워요.,1
REV00000317,텔코강남점,신호가 약한 지역인데 안내가 좋았습니다.,4
REV00000318,텔코강남점,이경자 점장님이 추천해준 요금제 아주 만족스러워요.,1
REV00000319,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,4
REV00000320,텔코 대전둔산점,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000321,텔코스토어 종로,재방문 의사 있어요. 추천합니다.,2
REV00000322,telco 광주충장로,재방문 의사 있어요. 추천합니다.,2
REV00000323,텔코 대전둔산점,상담사 이정수님 덕분에 빠르게 해결했어요. 직통 010-3319-8078 공유받음.,5
REV00000324,텔코스토어 종로,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000325,텔코스토어 종로,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000326,텔코플라자 부산서면,상담사 김순자님 덕분에 빠르게 해결했어요. 직통 010-6508-2777 공유받음.,1
REV00000327,텔코플라자 부산서면,김영미 점장님이 추천해준 요금제 아주 만족스러워요.,5
REV00000328,텔코강남점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000329,telco 광주충장로,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000330,텔코 대전둔산점,신호가 약한 지역인데 안내가 좋았습니다.,5
REV00000331,텔코플라자 부산서면,재방문 의사 있어요. 추천합니다.,1
REV00000332,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,5
REV00000333,텔코강남점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,4
REV00000334,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000335,텔코강남점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000336,telco 광주충장로,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000337,텔코스토어 종로,김민서 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000338,텔코스토어 종로,재방문 의사 있어요. 추천합니다.,3
REV00000339,텔코스토어 종로,신호가 약한 지역인데 안내가 좋았습니다.,4
REV00000340,텔코플라자 부산서면,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000341,텔코플라자 부산서면,가격이 합리적이고 사은품도 좋았습니다.,4
REV00000342,텔코플라자 부산서면,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,4
REV00000343,텔코플라자 부산서면,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000344,텔코 대전둔산점,재방문 의사 있어요. 추천합니다.,4
REV00000345,텔코 수원역점,재방문 의사 있어요. 추천합니다.,3
REV00000346,텔코스토어 종로,상담사 이서연님 덕분에 빠르게 해결했어요. 직통 010-8430-3969 공유받음.,5
REV00000347,텔코 대전둔산점,상담사 이민석님 덕분에 빠르게 해결했어요. 직통 010-9102-4069 공유받음.,4
REV00000348,텔코 대전둔산점,장영철 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000349,telco 광주충장로,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000350,텔코 수원역점,재방문 의사 있어요. 추천합니다.,1
REV00000351,telco 광주충장로,상담사 최채원님 덕분에 빠르게 해결했어요. 직통 010-8471-1234 공유받음.,1
REV00000352,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,3
REV00000353,텔코플라자 부산서면,송수진 점장님이 추천해준 요금제 아주 만족스러워요.,5
REV00000354,텔코스토어 종로,이명자 점장님이 추천해준 요금제 아주 만족스러워요.,1
REV00000355,telco 광주충장로,상담사 이정훈님 덕분에 빠르게 해결했어요. 직통 010-2226-3362 공유받음.,4
REV00000356,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,2
REV00000357,텔코강남점,신호가 약한 지역인데 안내가 좋았습니다.,1
REV00000358,텔코강남점,상담사 오채원님 덕분에 빠르게 해결했어요. 직통 010-8719-1921 공유받음.,2
REV00000359,telco 광주충장로,재방문 의사 있어요. 추천합니다.,2
REV00000360,텔코플라자 부산서면,재방문 의사 있어요. 추천합니다.,3
REV00000361,텔코 수원역점,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000362,텔코 수원역점,신호가 약한 지역인데 안내가 좋았습니다.,4
REV00000363,텔코 대전둔산점,대기 시간이 길었지만 처리는 깔끔했어요.,4
REV00000364,텔코 대전둔산점,상담사 허현주님 덕분에 빠르게 해결했어요. 직통 01029429100 공유받음.,1
REV00000365,텔코 수원역점,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000366,telco 광주충장로,재방문 의사 있어요. 추천합니다.,5
REV00000367,텔코플라자 부산서면,상담사 김명자님 덕분에 빠르게 해결했어요. 직통 01064385713 공유받음.,5
REV00000368,telco 광주충장로,재방문 의사 있어요. 추천합니다.,1
REV00000369,텔코강남점,상담사 김민지님 덕분에 빠르게 해결했어요. 직통 01067971033 공유받음.,4
REV00000370,텔코플라자 부산서면,안은정 점장님이 추천해준 요금제 아주 만족스러워요.,1
REV00000371,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000372,텔코강남점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,5
REV00000373,텔코스토어 종로,상담사 김예원님 덕분에 빠르게 해결했어요. 직통 010-9579-6560 공유받음.,2
REV00000374,텔코 수원역점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000375,텔코 수원역점,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000376,텔코 대전둔산점,재방문 의사 있어요. 추천합니다.,3
REV00000377,텔코 대전둔산점,재방문 의사 있어요. 추천합니다.,5
REV00000378,텔코스토어 종로,장광수 점장님이 추천해준 요금제 아주 만족스러워요.,4
REV00000379,텔코스토어 종로,매장 직원이 친절했어요. 개통도 빨랐습니다.,3
REV00000380,텔코 대전둔산점,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000381,텔코플라자 부산서면,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000382,텔코플라자 부산서면,김진우 점장님이 추천해준 요금제 아주 만족스러워요.,1
REV00000383,telco 광주충장로,신호가 약한 지역인데 안내가 좋았습니다.,4
REV00000384,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000385,텔코강남점,신호가 약한 지역인데 안내가 좋았습니다.,1
REV00000386,텔코강남점,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000387,텔코 수원역점,재방문 의사 있어요. 추천합니다.,3
REV00000388,telco 광주충장로,박지영 점장님이 추천해준 요금제 아주 만족스러워요.,2
REV00000389,telco 광주충장로,매장 직원이 친절했어요. 개통도 빨랐습니다.,3
REV00000390,텔코스토어 종로,매장 직원이 친절했어요. 개통도 빨랐습니다.,3
REV00000391,텔코강남점,가격이 합리적이고 사은품도 좋았습니다.,1
REV00000392,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000393,텔코 수원역점,상담사 하서윤님 덕분에 빠르게 해결했어요. 직통 010-9304-6818 공유받음.,3
REV00000394,텔코강남점,재방문 의사 있어요. 추천합니다.,5
REV00000395,텔코 수원역점,재방문 의사 있어요. 추천합니다.,2
REV00000396,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000397,텔코스토어 종로,재방문 의사 있어요. 추천합니다.,1
REV00000398,텔코 수원역점,상담사 박영희님 덕분에 빠르게 해결했어요. 직통 010-5716-1293 공유받음.,5
REV00000399,텔코플라자 부산서면,신호가 약한 지역인데 안내가 좋았습니다.,1
REV00000400,텔코 대전둔산점,대기 시간이 길었지만 처리는 깔끔했어요.,1
REV00000401,telco 광주충장로,대기 시간이 길었지만 처리는 깔끔했어요.,3
REV00000402,telco 광주충장로,대기 시간이 길었지만 처리는 깔끔했어요.,4
REV00000403,텔코플라자 부산서면,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000404,텔코플라자 부산서면,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000405,텔코강남점,대기 시간이 길었지만 처리는 깔끔했어요.,3
REV00000406,telco 광주충장로,재방문 의사 있어요. 추천합니다.,4
REV00000407,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000408,텔코스토어 종로,신호가 약한 지역인데 안내가 좋았습니다.,5
REV00000409,텔코 수원역점,대기 시간이 길었지만 처리는 깔끔했어요.,1
REV00000410,텔코 대전둔산점,상담사 한은정님 덕분에 빠르게 해결했어요. 직통 010-5685-2918 공유받음.,5
REV00000411,텔코강남점,김영철 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000412,텔코플라자 부산서면,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000413,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000414,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000415,telco 광주충장로,재방문 의사 있어요. 추천합니다.,5
REV00000416,텔코 수원역점,상담사 이경희님 덕분에 빠르게 해결했어요. 직통 010-3942-2625 공유받음.,4
REV00000417,텔코 수원역점,신호가 약한 지역인데 안내가 좋았습니다.,5
REV00000418,텔코강남점,가격이 합리적이고 사은품도 좋았습니다.,4
REV00000419,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,5
REV00000420,텔코 대전둔산점,상담사 황우진님 덕분에 빠르게 해결했어요. 직통 010-1022-3549 공유받음.,2
REV00000421,텔코플라자 부산서면,신호가 약한 지역인데 안내가 좋았습니다.,5
REV00000422,텔코플라자 부산서면,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000423,텔코스토어 종로,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000424,텔코스토어 종로,김영식 점장님이 추천해준 요금제 아주 만족스러워요.,2
REV00000425,텔코스토어 종로,신호가 약한 지역인데 안내가 좋았습니다.,1
REV00000426,telco 광주충장로,이도현 점장님이 추천해준 요금제 아주 만족스러워요.,5
REV00000427,텔코플라자 부산서면,재방문 의사 있어요. 추천합니다.,5
REV00000428,텔코 수원역점,재방문 의사 있어요. 추천합니다.,3
REV00000429,telco 광주충장로,상담사 노현숙님 덕분에 빠르게 해결했어요. 직통 010-7317-5554 공유받음.,2
REV00000430,telco 광주충장로,신호가 약한 지역인데 안내가 좋았습니다.,4
REV00000431,텔코강남점,재방문 의사 있어요. 추천합니다.,4
REV00000432,텔코강남점,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000433,텔코스토어 종로,대기 시간이 길었지만 처리는 깔끔했어요.,4
REV00000434,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000435,텔코스토어 종로,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000436,텔코 대전둔산점,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000437,텔코 수원역점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,1
REV00000438,텔코 대전둔산점,상담사 손선영님 덕분에 빠르게 해결했어요. 직통 010-7556-4466 공유받음.,1
REV00000439,텔코 대전둔산점,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000440,텔코스토어 종로,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000441,텔코강남점,김지훈 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000442,텔코강남점,가격이 합리적이고 사은품도 좋았습니다.,5
REV00000443,텔코플라자 부산서면,대기 시간이 길었지만 처리는 깔끔했어요.,1
REV00000444,텔코플라자 부산서면,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000445,telco 광주충장로,이현주 점장님이 추천해준 요금제 아주 만족스러워요.,5
REV00000446,텔코 수원역점,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000447,telco 광주충장로,재방문 의사 있어요. 추천합니다.,2
REV00000448,텔코강남점,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000449,텔코 대전둔산점,대기 시간이 길었지만 처리는 깔끔했어요.,3
REV00000450,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000451,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000452,텔코강남점,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000453,텔코플라자 부산서면,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000454,텔코 대전둔산점,김미정 점장님이 추천해준 요금제 아주 만족스러워요.,2
REV00000455,텔코플라자 부산서면,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000456,텔코플라자 부산서면,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000457,텔코스토어 종로,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000458,텔코플라자 부산서면,엄하은 점장님이 추천해준 요금제 아주 만족스러워요.,4
REV00000459,텔코플라자 부산서면,재방문 의사 있어요. 추천합니다.,2
REV00000460,텔코강남점,가격이 합리적이고 사은품도 좋았습니다.,4
REV00000461,텔코플라자 부산서면,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000462,텔코강남점,상담사 손정훈님 덕분에 빠르게 해결했어요. 직통 010-3290-6735 공유받음.,1
REV00000463,텔코플라자 부산서면,상담사 김춘자님 덕분에 빠르게 해결했어요. 직통 010-9885-2700 공유받음.,2
REV00000464,텔코강남점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,1
REV00000465,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000466,telco 광주충장로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,4
REV00000467,텔코 대전둔산점,가격이 합리적이고 사은품도 좋았습니다.,5
REV00000468,텔코플라자 부산서면,이미영 점장님이 추천해준 요금제 아주 만족스러워요.,5
REV00000469,텔코강남점,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000470,텔코강남점,김재호 점장님이 추천해준 요금제 아주 만족스러워요.,5
REV00000471,텔코스토어 종로,상담사 이준서님 덕분에 빠르게 해결했어요. 직통 010-4253-9811 공유받음.,4
REV00000472,telco 광주충장로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000473,telco 광주충장로,신호가 약한 지역인데 안내가 좋았습니다.,5
REV00000474,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000475,텔코스토어 종로,대기 시간이 길었지만 처리는 깔끔했어요.,3
REV00000476,텔코 대전둔산점,대기 시간이 길었지만 처리는 깔끔했어요.,1
REV00000477,텔코 대전둔산점,재방문 의사 있어요. 추천합니다.,2
REV00000478,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,1
REV00000479,텔코스토어 종로,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000480,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,3
REV00000481,텔코 대전둔산점,상담사 김미경님 덕분에 빠르게 해결했어요. 직통 010-7727-1740 공유받음.,4
REV00000482,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,4
REV00000483,텔코 수원역점,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000484,텔코 수원역점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000485,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,4
REV00000486,telco 광주충장로,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000487,텔코플라자 부산서면,가격이 합리적이고 사은품도 좋았습니다.,5
REV00000488,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000489,telco 광주충장로,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000490,텔코강남점,한예진 점장님이 추천해준 요금제 아주 만족스러워요.,1
REV00000491,텔코플라자 부산서면,한채원 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000492,텔코플라자 부산서면,상담사 오우진님 덕분에 빠르게 해결했어요. 직통 010-6073-5348 공유받음.,2
REV00000493,텔코 수원역점,서미정 점장님이 추천해준 요금제 아주 만족스러워요.,1
REV00000494,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,5
REV00000495,텔코플라자 부산서면,가격이 합리적이고 사은품도 좋았습니다.,5
REV00000496,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000497,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000498,텔코강남점,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000499,텔코 수원역점,문정웅 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000500,텔코강남점,상담사 유도현님 덕분에 빠르게 해결했어요. 직통 01096377771 공유받음.,3
REV00000501,텔코강남점,상담사 김영환님 덕분에 빠르게 해결했어요. 직통 010-4634-6042 공유받음.,4
REV00000502,텔코플라자 부산서면,상담사 최정숙님 덕분에 빠르게 해결했어요. 직통 01023689821 공유받음.,3
REV00000503,텔코 수원역점,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000504,텔코강남점,박영호 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000505,텔코 수원역점,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000506,telco 광주충장로,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000507,텔코플라자 부산서면,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000508,텔코스토어 종로,신호가 약한 지역인데 안내가 좋았습니다.,5
REV00000509,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000510,텔코스토어 종로,김은영 점장님이 추천해준 요금제 아주 만족스러워요.,2
REV00000511,텔코스토어 종로,재방문 의사 있어요. 추천합니다.,4
REV00000512,텔코스토어 종로,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000513,텔코 수원역점,상담사 김지원님 덕분에 빠르게 해결했어요. 직통 010-9142-1850 공유받음.,2
REV00000514,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,5
REV00000515,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000516,텔코플라자 부산서면,상담사 강은영님 덕분에 빠르게 해결했어요. 직통 010-2298-4190 공유받음.,4
REV00000517,텔코 대전둔산점,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000518,텔코플라자 부산서면,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,5
REV00000519,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000520,텔코 수원역점,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000521,텔코강남점,재방문 의사 있어요. 추천합니다.,5
REV00000522,텔코 대전둔산점,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000523,텔코플라자 부산서면,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000524,텔코스토어 종로,송지은 점장님이 추천해준 요금제 아주 만족스러워요.,4
REV00000525,텔코 수원역점,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000526,텔코플라자 부산서면,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000527,텔코강남점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000528,telco 광주충장로,상담사 김정훈님 덕분에 빠르게 해결했어요. 직통 01012994471 공유받음.,4
REV00000529,telco 광주충장로,상담사 김윤서님 덕분에 빠르게 해결했어요. 직통 010-6025-8605 공유받음.,1
REV00000530,텔코플라자 부산서면,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000531,텔코플라자 부산서면,재방문 의사 있어요. 추천합니다.,1
REV00000532,telco 광주충장로,재방문 의사 있어요. 추천합니다.,4
REV00000533,텔코강남점,장예진 점장님이 추천해준 요금제 아주 만족스러워요.,1
REV00000534,텔코강남점,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000535,텔코플라자 부산서면,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000536,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000537,텔코강남점,상담사 김상호님 덕분에 빠르게 해결했어요. 직통 010-3949-7492 공유받음.,2
REV00000538,텔코스토어 종로,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000539,텔코강남점,상담사 유은주님 덕분에 빠르게 해결했어요. 직통 010-6170-6786 공유받음.,5
REV00000540,텔코강남점,대기 시간이 길었지만 처리는 깔끔했어요.,1
REV00000541,텔코 수원역점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000542,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000543,텔코 수원역점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,1
REV00000544,텔코 수원역점,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000545,telco 광주충장로,신호가 약한 지역인데 안내가 좋았습니다.,1
REV00000546,텔코강남점,재방문 의사 있어요. 추천합니다.,4
REV00000547,텔코스토어 종로,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000548,텔코 대전둔산점,재방문 의사 있어요. 추천합니다.,5
REV00000549,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,3
REV00000550,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000551,텔코 수원역점,매장 직원이 친절했어요. 개통도 빨랐습니다.,2
REV00000552,텔코 대전둔산점,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000553,텔코스토어 종로,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000554,텔코강남점,박보람 점장님이 추천해준 요금제 아주 만족스러워요.,1
REV00000555,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,3
REV00000556,텔코 수원역점,재방문 의사 있어요. 추천합니다.,5
REV00000557,텔코플라자 부산서면,양영미 점장님이 추천해준 요금제 아주 만족스러워요.,2
REV00000558,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000559,telco 광주충장로,대기 시간이 길었지만 처리는 깔끔했어요.,4
REV00000560,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,5
REV00000561,텔코스토어 종로,가격이 합리적이고 사은품도 좋았습니다.,1
REV00000562,텔코 수원역점,재방문 의사 있어요. 추천합니다.,3
REV00000563,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,3
REV00000564,텔코 대전둔산점,신호가 약한 지역인데 안내가 좋았습니다.,5
REV00000565,텔코 대전둔산점,가격이 합리적이고 사은품도 좋았습니다.,1
REV00000566,텔코 대전둔산점,신호가 약한 지역인데 안내가 좋았습니다.,4
REV00000567,텔코강남점,신호가 약한 지역인데 안내가 좋았습니다.,4
REV00000568,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000569,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,2
REV00000570,텔코강남점,상담사 김현지님 덕분에 빠르게 해결했어요. 직통 010-9328-9833 공유받음.,4
REV00000571,텔코 대전둔산점,신호가 약한 지역인데 안내가 좋았습니다.,5
REV00000572,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,5
REV00000573,텔코강남점,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000574,telco 광주충장로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000575,텔코플라자 부산서면,대기 시간이 길었지만 처리는 깔끔했어요.,4
REV00000576,텔코 수원역점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000577,텔코 수원역점,신호가 약한 지역인데 안내가 좋았습니다.,3
REV00000578,텔코강남점,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000579,telco 광주충장로,대기 시간이 길었지만 처리는 깔끔했어요.,1
REV00000580,텔코플라자 부산서면,황예지 점장님이 추천해준 요금제 아주 만족스러워요.,4
REV00000581,텔코플라자 부산서면,상담사 최예진님 덕분에 빠르게 해결했어요. 직통 010-9481-6630 공유받음.,3
REV00000582,텔코 대전둔산점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000583,텔코 수원역점,재방문 의사 있어요. 추천합니다.,2
REV00000584,텔코스토어 종로,상담사 최영호님 덕분에 빠르게 해결했어요. 직통 010-3358-3114 공유받음.,1
REV00000585,telco 광주충장로,재방문 의사 있어요. 추천합니다.,5
REV00000586,텔코 대전둔산점,재방문 의사 있어요. 추천합니다.,4
REV00000587,telco 광주충장로,재방문 의사 있어요. 추천합니다.,4
REV00000588,텔코플라자 부산서면,신호가 약한 지역인데 안내가 좋았습니다.,4
REV00000589,telco 광주충장로,이상훈 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000590,telco 광주충장로,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000591,telco 광주충장로,매장 직원이 친절했어요. 개통도 빨랐습니다.,1
REV00000592,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,2
REV00000593,텔코 수원역점,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,4
REV00000594,텔코스토어 종로,가격이 합리적이고 사은품도 좋았습니다.,1
REV00000595,텔코플라자 부산서면,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000596,텔코강남점,대기 시간이 길었지만 처리는 깔끔했어요.,2
REV00000597,telco 광주충장로,재방문 의사 있어요. 추천합니다.,5
REV00000598,telco 광주충장로,신호가 약한 지역인데 안내가 좋았습니다.,2
REV00000599,telco 광주충장로,재방문 의사 있어요. 추천합니다.,4
REV00000600,텔코 대전둔산점,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000601,텔코강남점,가격이 합리적이고 사은품도 좋았습니다.,1
REV00000602,텔코스토어 종로,김성현 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000603,텔코스토어 종로,요금제 설명이 좀 부족했네요. 그래도 만족합니다.,3
REV00000604,텔코플라자 부산서면,오은주 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000605,텔코 대전둔산점,재방문 의사 있어요. 추천합니다.,5
REV00000606,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,2
REV00000607,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,3
REV00000608,텔코 수원역점,가격이 합리적이고 사은품도 좋았습니다.,1
REV00000609,텔코플라자 부산서면,상담사 박경수님 덕분에 빠르게 해결했어요. 직통 010-2216-8042 공유받음.,2
REV00000610,텔코 대전둔산점,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000611,텔코스토어 종로,황서연 점장님이 추천해준 요금제 아주 만족스러워요.,3
REV00000612,텔코 대전둔산점,대기 시간이 길었지만 처리는 깔끔했어요.,4
REV00000613,telco 광주충장로,매장 직원이 친절했어요. 개통도 빨랐습니다.,4
REV00000614,telco 광주충장로,상담사 김민서님 덕분에 빠르게 해결했어요. 직통 010-7041-1908 공유받음.,5
REV00000615,텔코강남점,상담사 박성호님 덕분에 빠르게 해결했어요. 직통 01028284712 공유받음.,2
REV00000616,텔코플라자 부산서면,가격이 합리적이고 사은품도 좋았습니다.,3
REV00000617,텔코 수원역점,매장 직원이 친절했어요. 개통도 빨랐습니다.,5
REV00000618,텔코플라자 부산서면,매장 직원이 친절했어요. 개통도 빨랐습니다.,2
REV00000619,텔코 수원역점,대기 시간이 길었지만 처리는 깔끔했어요.,3
REV00000620,텔코강남점,재방문 의사 있어요. 추천합니다.,1
REV00000621,텔코플라자 부산서면,대기 시간이 길었지만 처리는 깔끔했어요.,5
REV00000622,telco 광주충장로,안현숙 점장님이 추천해준 요금제 아주 만족스러워요.,2
REV00000623,텔코 수원역점,상담사 윤윤서님 덕분에 빠르게 해결했어요. 직통 01057911596 공유받음.,2
REV00000624,telco 광주충장로,가격이 합리적이고 사은품도 좋았습니다.,5
